,SNO,Gene ID,Transcript ID,Exon ID,Strand,Seq region Name,Exon Start,Exon End,Exon Length
25648,25649,ENSG00000251182,ENST00000515292,ENSE00002062296,1,4,31211551,31211675,125
25649,25650,ENSG00000251183,ENST00000509568,ENSE00002034011,-1,5,153898906,153898987,82
25650,25651,ENSG00000251183,ENST00000509568,ENSE00002085676,-1,5,153898187,153898360,174
25651,25652,ENSG00000251183,ENST00000509568,ENSE00002059970,-1,5,153895541,153895785,245
25652,25653,ENSG00000251183,ENST00000509568,ENSE00002067021,-1,5,153887428,153887463,36
25653,25654,ENSG00000251185,ENST00000505930,ENSE00002051681,-1,4,75361142,75361182,41
25654,25655,ENSG00000251185,ENST00000505930,ENSE00002022001,-1,4,75269068,75269495,428
25655,25656,ENSG00000251189,ENST00000511734,ENSE00002060914,1,5,38682070,38682302,233
25656,25657,ENSG00000251189,ENST00000511734,ENSE00002060472,1,5,38684806,38685126,321
25657,25658,ENSG00000251191,ENST00000518623,ENSE00002099668,-1,8,29735171,29735223,53
25658,25659,ENSG00000251191,ENST00000518623,ENSE00002022075,-1,8,29726156,29726423,268
25659,25660,ENSG00000251191,ENST00000518623,ENSE00002090317,-1,8,29677910,29678004,95
25660,25661,ENSG00000251191,ENST00000518623,ENSE00002103613,-1,8,29673922,29674443,522
25661,25662,ENSG00000251191,ENST00000506121,ENSE00002126137,-1,8,29748015,29748109,95
25662,25663,ENSG00000251191,ENST00000506121,ENSE00002022075,-1,8,29726156,29726423,268
25663,25664,ENSG00000251191,ENST00000506121,ENSE00002079921,-1,8,29724877,29725019,143
25664,25665,ENSG00000251191,ENST00000506121,ENSE00002053478,-1,8,29721254,29722151,898
25665,25666,ENSG00000251199,ENST00000504728,ENSE00002029292,-1,4,134327258,134327470,213
25666,25667,ENSG00000251199,ENST00000504728,ENSE00002072279,-1,4,134307541,134307723,183
25667,25668,ENSG00000251199,ENST00000504728,ENSE00002062367,-1,4,134255173,134255520,348
25668,25669,ENSG00000251199,ENST00000515491,ENSE00002068293,-1,4,134327258,134327449,192
25669,25670,ENSG00000251199,ENST00000515491,ENSE00002072279,-1,4,134307541,134307723,183
25670,25671,ENSG00000251199,ENST00000515491,ENSE00002059033,-1,4,134305402,134305886,485
25671,25672,ENSG00000251199,ENST00000506638,ENSE00002070760,-1,4,134327258,134327473,216
25672,25673,ENSG00000251199,ENST00000506638,ENSE00002081455,-1,4,134326546,134326640,95
25673,25674,ENSG00000251199,ENST00000506638,ENSE00002050798,-1,4,134307564,134307719,156
25674,25675,ENSG00000251205,ENST00000514942,ENSE00002047983,1,5,143559219,143559436,218
25675,25676,ENSG00000251205,ENST00000514942,ENSE00002036467,1,5,143561306,143561400,95
25676,25677,ENSG00000251205,ENST00000514942,ENSE00002025048,1,5,143561516,143561669,154
25677,25678,ENSG00000251205,ENST00000514942,ENSE00002052729,1,5,143562491,143562548,58
25678,25679,ENSG00000251206,ENST00000515077,ENSE00002034240,1,5,67268022,67268173,152
25679,25680,ENSG00000251206,ENST00000515077,ENSE00002047079,1,5,67269293,67269536,244
25680,25681,ENSG00000251206,ENST00000515077,ENSE00002033545,1,5,67270070,67270182,113
25681,25682,ENSG00000251209,ENST00000615399,ENSE00003753204,-1,15,97703929,97704022,94
25682,25683,ENSG00000251209,ENST00000615399,ENSE00003740155,-1,15,97653050,97653223,174
25683,25684,ENSG00000251209,ENST00000615399,ENSE00003712992,-1,15,97652052,97652194,143
25684,25685,ENSG00000251209,ENST00000615399,ENSE00003739066,-1,15,97576508,97576594,87
25685,25686,ENSG00000251209,ENST00000615399,ENSE00003746615,-1,15,97572185,97572618,434
25686,25687,ENSG00000251209,ENST00000647870,ENSE00003836531,-1,15,97835894,97835939,46
25687,25688,ENSG00000251209,ENST00000647870,ENSE00002036830,-1,15,97758490,97758661,172
25688,25689,ENSG00000251209,ENST00000647870,ENSE00003840664,-1,15,97757609,97757775,167
25689,25690,ENSG00000251209,ENST00000647870,ENSE00003838754,-1,15,97756405,97756549,145
25690,25691,ENSG00000251209,ENST00000647870,ENSE00003840879,-1,15,97755743,97755849,107
25691,25692,ENSG00000251209,ENST00000647870,ENSE00003836948,-1,15,97752909,97753050,142
25692,25693,ENSG00000251209,ENST00000647870,ENSE00003747936,-1,15,97743330,97743483,154
25693,25694,ENSG00000251209,ENST00000647870,ENSE00003740155,-1,15,97653050,97653223,174
25694,25695,ENSG00000251209,ENST00000647870,ENSE00003712992,-1,15,97652052,97652194,143
25695,25696,ENSG00000251209,ENST00000647870,ENSE00003834257,-1,15,97629206,97631223,2018
25696,25697,ENSG00000251209,ENST00000621777,ENSE00003745248,-1,15,97653046,97653208,163
25697,25698,ENSG00000251209,ENST00000621777,ENSE00003727289,-1,15,97652052,97652190,139
25698,25699,ENSG00000251209,ENST00000621777,ENSE00003753969,-1,15,97631023,97631223,201
25699,25700,ENSG00000251209,ENST00000618064,ENSE00003728709,-1,15,97652052,97652148,97
25700,25701,ENSG00000251209,ENST00000618064,ENSE00003730471,-1,15,97647983,97648404,422
25701,25702,ENSG00000251209,ENST00000619015,ENSE00003717039,-1,15,97703719,97703792,74
25702,25703,ENSG00000251209,ENST00000619015,ENSE00003746349,-1,15,97691149,97691238,90
25703,25704,ENSG00000251209,ENST00000619015,ENSE00003714894,-1,15,97673131,97673257,127
25704,25705,ENSG00000251209,ENST00000619015,ENSE00003747912,-1,15,97670236,97670337,102
25705,25706,ENSG00000251209,ENST00000619015,ENSE00003720672,-1,15,97665604,97665715,112
25706,25707,ENSG00000251209,ENST00000614972,ENSE00002085367,-1,15,97873953,97874550,598
25707,25708,ENSG00000251209,ENST00000614972,ENSE00003742327,-1,15,97808992,97809081,90
25708,25709,ENSG00000251209,ENST00000614972,ENSE00003747936,-1,15,97743330,97743483,154
25709,25710,ENSG00000251209,ENST00000614972,ENSE00003754262,-1,15,97705461,97705527,67
25710,25711,ENSG00000251209,ENST00000614972,ENSE00003747285,-1,15,97703929,97704108,180
25711,25712,ENSG00000251209,ENST00000614972,ENSE00003712375,-1,15,97665624,97665715,92
25712,25713,ENSG00000251209,ENST00000503768,ENSE00002085367,-1,15,97873953,97874550,598
25713,25714,ENSG00000251209,ENST00000503768,ENSE00002036830,-1,15,97758490,97758661,172
25714,25715,ENSG00000251209,ENST00000503768,ENSE00002058285,-1,15,97742218,97743483,1266
25715,25716,ENSG00000251209,ENST00000503874,ENSE00002085367,-1,15,97873953,97874550,598
25716,25717,ENSG00000251209,ENST00000503874,ENSE00002081920,-1,15,97742622,97743483,862
25717,25718,ENSG00000251209,ENST00000558179,ENSE00002561729,-1,15,97873953,97874005,53
25718,25719,ENSG00000251209,ENST00000558179,ENSE00002570205,-1,15,97838814,97839119,306
25719,25720,ENSG00000251210,ENST00000515691,ENSE00002045428,1,4,12223451,12223628,178
25720,25721,ENSG00000251210,ENST00000515691,ENSE00002052565,1,4,12230860,12230984,125
25721,25722,ENSG00000251210,ENST00000515691,ENSE00002022803,1,4,12246935,12246970,36
25722,25723,ENSG00000251210,ENST00000515691,ENSE00002064667,1,4,12247906,12248107,202
25723,25724,ENSG00000251210,ENST00000505386,ENSE00002030680,1,4,12223482,12223628,147
25724,25725,ENSG00000251210,ENST00000505386,ENSE00002058031,1,4,12243052,12243178,127
25725,25726,ENSG00000251210,ENST00000505386,ENSE00002022803,1,4,12246935,12246970,36
25726,25727,ENSG00000251210,ENST00000505386,ENSE00002050017,1,4,12250987,12251286,300
25727,25728,ENSG00000251213,ENST00000504167,ENSE00002522170,-1,4,174168896,174168913,18
25728,25729,ENSG00000251213,ENST00000504167,ENSE00002071389,-1,4,174168472,174168547,76
25729,25730,ENSG00000251213,ENST00000504167,ENSE00002087252,-1,4,174164441,174164681,241
25730,25731,ENSG00000251214,ENST00000513422,ENSE00002038842,-1,5,124459912,124460549,638
25731,25732,ENSG00000251216,ENST00000511291,ENSE00002053604,-1,4,173990707,173990851,145
25732,25733,ENSG00000251216,ENST00000511291,ENSE00002041167,-1,4,173927867,173927990,124
25733,25734,ENSG00000251216,ENST00000511291,ENSE00002079761,-1,4,173924207,173925761,1555
25734,25735,ENSG00000251216,ENST00000503325,ENSE00002066190,-1,4,173990707,173990861,155
25735,25736,ENSG00000251216,ENST00000503325,ENSE00002067875,-1,4,173986693,173986799,107
25736,25737,ENSG00000251216,ENST00000503325,ENSE00002052717,-1,4,173982619,173982670,52
25737,25738,ENSG00000251218,ENST00000505083,ENSE00002042770,1,8,134849935,134851630,1696
25738,25739,ENSG00000251218,ENST00000505083,ENSE00002056839,1,8,134881184,134881280,97
25739,25740,ENSG00000251218,ENST00000505083,ENSE00002032064,1,8,134881597,134881899,303
25740,25741,ENSG00000251221,ENST00000515871,ENSE00002055725,-1,5,80622408,80622524,117
25741,25742,ENSG00000251221,ENST00000515871,ENSE00002073558,-1,5,80608623,80608945,323
25742,25743,ENSG00000251226,ENST00000513405,ENSE00002078420,1,11,134735596,134736542,947
25743,25744,ENSG00000251226,ENST00000513405,ENSE00002085008,1,11,134761074,134763810,2737
25744,25745,ENSG00000251230,ENST00000511703,ENSE00002072643,-1,4,184855469,184855751,283
25745,25746,ENSG00000251230,ENST00000511703,ENSE00002066812,-1,4,184850495,184850599,105
25746,25747,ENSG00000251230,ENST00000511703,ENSE00002084940,-1,4,184844585,184844925,341
25747,25748,ENSG00000251230,ENST00000510284,ENSE00002075009,-1,4,184855469,184855682,214
25748,25749,ENSG00000251230,ENST00000510284,ENSE00002066812,-1,4,184850495,184850599,105
25749,25750,ENSG00000251230,ENST00000510284,ENSE00002034168,-1,4,184846278,184846534,257
25750,25751,ENSG00000251244,ENST00000508265,ENSE00002047740,1,4,155515727,155515959,233
25751,25752,ENSG00000251244,ENST00000508265,ENSE00002023427,1,4,155517174,155517459,286
25752,25753,ENSG00000251248,ENST00000514766,ENSE00002046504,1,4,142514446,142514604,159
25753,25754,ENSG00000251248,ENST00000514766,ENSE00002045459,1,4,142518703,142518983,281
25754,25755,ENSG00000251256,ENST00000514413,ENSE00002077009,1,4,54845568,54845612,45
25755,25756,ENSG00000251256,ENST00000514413,ENSE00002065693,1,4,54858822,54859241,420
25756,25757,ENSG00000251259,ENST00000504082,ENSE00002028435,-1,4,105140510,105140619,110
25757,25758,ENSG00000251259,ENST00000504082,ENSE00002021304,-1,4,105137280,105137718,439
25758,25759,ENSG00000251264,ENST00000512628,ENSE00002045600,-1,4,54446666,54446723,58
25759,25760,ENSG00000251264,ENST00000512628,ENSE00002025781,-1,4,54446369,54446426,58
25760,25761,ENSG00000251264,ENST00000512628,ENSE00002027288,-1,4,54443767,54444011,245
25761,25762,ENSG00000251264,ENST00000512628,ENSE00002084665,-1,4,54440502,54440764,263
25762,25763,ENSG00000251266,ENST00000513836,ENSE00002051065,1,4,58984282,58984335,54
25763,25764,ENSG00000251266,ENST00000513836,ENSE00002074526,1,4,59040587,59040691,105
25764,25765,ENSG00000251266,ENST00000513836,ENSE00002058868,1,4,59046423,59046957,535
25765,25766,ENSG00000251266,ENST00000509782,ENSE00002051772,1,4,59013573,59013625,53
25766,25767,ENSG00000251266,ENST00000509782,ENSE00002079361,1,4,59046423,59046959,537
25767,25768,ENSG00000251273,ENST00000641970,ENSE00003813521,-1,5,25190447,25190690,244
25768,25769,ENSG00000251273,ENST00000641970,ENSE00001661086,-1,5,25167162,25167191,30
25769,25770,ENSG00000251273,ENST00000641970,ENSE00002042928,-1,5,25162230,25162269,40
25770,25771,ENSG00000251273,ENST00000641970,ENSE00002025111,-1,5,25136342,25136445,104
25771,25772,ENSG00000251273,ENST00000641970,ENSE00003812273,-1,5,25093113,25093267,155
25772,25773,ENSG00000251273,ENST00000641970,ENSE00003811661,-1,5,25087450,25088231,782
25773,25774,ENSG00000251273,ENST00000641261,ENSE00003812036,-1,5,25190447,25190956,510
25774,25775,ENSG00000251273,ENST00000641261,ENSE00001661086,-1,5,25167162,25167191,30
25775,25776,ENSG00000251273,ENST00000641261,ENSE00002042928,-1,5,25162230,25162269,40
25776,25777,ENSG00000251273,ENST00000641261,ENSE00002025111,-1,5,25136342,25136445,104
25777,25778,ENSG00000251273,ENST00000641261,ENSE00003812616,-1,5,25101018,25103121,2104
25778,25779,ENSG00000251273,ENST00000507600,ENSE00002033089,-1,5,25190447,25190656,210
25779,25780,ENSG00000251273,ENST00000507600,ENSE00001661086,-1,5,25167162,25167191,30
25780,25781,ENSG00000251273,ENST00000507600,ENSE00002042928,-1,5,25162230,25162269,40
25781,25782,ENSG00000251273,ENST00000507600,ENSE00002025111,-1,5,25136342,25136445,104
25782,25783,ENSG00000251273,ENST00000507600,ENSE00002068051,-1,5,25126305,25126454,150
25783,25784,ENSG00000251281,ENST00000511840,ENSE00002020326,-1,5,33017567,33017607,41
25784,25785,ENSG00000251281,ENST00000511840,ENSE00002043550,-1,5,33016951,33017095,145
25785,25786,ENSG00000251281,ENST00000511840,ENSE00002058225,-1,5,33011322,33011560,239
25786,25787,ENSG00000251283,ENST00000511399,ENSE00002044524,-1,4,156642265,156642454,190
25787,25788,ENSG00000251283,ENST00000511399,ENSE00002023489,-1,4,156636568,156636606,39
25788,25789,ENSG00000251283,ENST00000511399,ENSE00002087268,-1,4,156634494,156634871,378
25789,25790,ENSG00000251283,ENST00000504237,ENSE00002025051,-1,4,156642265,156642307,43
25790,25791,ENSG00000251283,ENST00000504237,ENSE00002053646,-1,4,156634498,156634871,374
25791,25792,ENSG00000251291,ENST00000503009,ENSE00002083183,1,4,134423867,134423956,90
25792,25793,ENSG00000251291,ENST00000503009,ENSE00002076345,1,4,134455294,134455524,231
25793,25794,ENSG00000251291,ENST00000503009,ENSE00002087774,1,4,134457744,134457852,109
25794,25795,ENSG00000251292,ENST00000507666,ENSE00002068883,-1,4,23733490,23733579,90
25795,25796,ENSG00000251292,ENST00000507666,ENSE00002037612,-1,4,23727721,23727899,179
25796,25797,ENSG00000251292,ENST00000507666,ENSE00002023934,-1,4,23727271,23727431,161
25797,25798,ENSG00000251292,ENST00000507666,ENSE00002051690,-1,4,23723262,23723470,209
25798,25799,ENSG00000251293,ENST00000514240,ENSE00002029819,-1,5,120333256,120333502,247
25799,25800,ENSG00000251293,ENST00000514240,ENSE00002069746,-1,5,120245448,120245633,186
25800,25801,ENSG00000251301,ENST00000541707,ENSE00002286144,-1,12,68335655,68335781,127
25801,25802,ENSG00000251301,ENST00000541707,ENSE00002231661,-1,12,68332888,68333664,777
25802,25803,ENSG00000251301,ENST00000539404,ENSE00002223461,-1,12,68403733,68403800,68
25803,25804,ENSG00000251301,ENST00000539404,ENSE00002211194,-1,12,68332948,68333664,717
25804,25805,ENSG00000251301,ENST00000546086,ENSE00002305460,-1,12,68442064,68442216,153
25805,25806,ENSG00000251301,ENST00000546086,ENSE00002304397,-1,12,68333253,68333664,412
25806,25807,ENSG00000251301,ENST00000536094,ENSE00002229403,-1,12,68383466,68383605,140
25807,25808,ENSG00000251301,ENST00000536094,ENSE00002311761,-1,12,68380435,68380731,297
25808,25809,ENSG00000251301,ENST00000441255,ENSE00002323242,-1,12,68451367,68451484,118
25809,25810,ENSG00000251301,ENST00000441255,ENSE00002239849,-1,12,68442064,68442141,78
25810,25811,ENSG00000251301,ENST00000441255,ENSE00002317412,-1,12,68433284,68433371,88
25811,25812,ENSG00000251301,ENST00000441255,ENSE00001465220,-1,12,68383320,68383602,283
25812,25813,ENSG00000251301,ENST00000360485,ENSE00002212800,-1,12,68451367,68451385,19
25813,25814,ENSG00000251301,ENST00000360485,ENSE00002239849,-1,12,68442064,68442141,78
25814,25815,ENSG00000251301,ENST00000360485,ENSE00002317412,-1,12,68433284,68433371,88
25815,25816,ENSG00000251301,ENST00000360485,ENSE00002243938,-1,12,68431846,68432131,286
25816,25817,ENSG00000251301,ENST00000536112,ENSE00002233446,-1,12,68432515,68432654,140
25817,25818,ENSG00000251301,ENST00000536112,ENSE00002235365,-1,12,68431855,68432131,277
25818,25819,ENSG00000251301,ENST00000542875,ENSE00002258446,-1,12,68451367,68451663,297
25819,25820,ENSG00000251301,ENST00000542875,ENSE00002216831,-1,12,68441888,68442141,254
25820,25821,ENSG00000251310,ENST00000514966,ENSE00002076487,1,4,189193100,189193276,177
25821,25822,ENSG00000251310,ENST00000514966,ENSE00002037571,1,4,189204643,189204877,235
25822,25823,ENSG00000251311,ENST00000504419,ENSE00002076521,-1,5,116762129,116762209,81
25823,25824,ENSG00000251311,ENST00000504419,ENSE00002062190,-1,5,116760895,116761015,121
25824,25825,ENSG00000251311,ENST00000504419,ENSE00002019344,-1,5,116760683,116760789,107
25825,25826,ENSG00000251311,ENST00000504419,ENSE00002049947,-1,5,116742991,116743388,398
25826,25827,ENSG00000251321,ENST00000504263,ENSE00002068857,1,4,79827471,79827603,133
25827,25828,ENSG00000251321,ENST00000504263,ENSE00002040749,1,4,79861290,79863247,1958
25828,25829,ENSG00000251321,ENST00000514836,ENSE00002074863,1,4,79827535,79827603,69
25829,25830,ENSG00000251321,ENST00000514836,ENSE00002021447,1,4,79861290,79861437,148
25830,25831,ENSG00000251321,ENST00000514836,ENSE00002060713,1,4,79877615,79877770,156
25831,25832,ENSG00000251323,ENST00000513207,ENSE00002020056,-1,11,78429700,78429836,137
25832,25833,ENSG00000251323,ENST00000513207,ENSE00002065509,-1,11,78427309,78427530,222
25833,25834,ENSG00000251323,ENST00000513207,ENSE00002075347,-1,11,78425337,78425405,69
25834,25835,ENSG00000251323,ENST00000513207,ENSE00002083399,-1,11,78423982,78425195,1214
25835,25836,ENSG00000251325,ENST00000513616,ENSE00002025636,-1,4,27267224,27267254,31
25836,25837,ENSG00000251325,ENST00000513616,ENSE00002057288,-1,4,27262506,27263123,618
25837,25838,ENSG00000251326,ENST00000508942,ENSE00002059150,1,4,130376229,130376559,331
25838,25839,ENSG00000251326,ENST00000508942,ENSE00002074890,1,4,130386073,130386371,299
25839,25840,ENSG00000251329,ENST00000515181,ENSE00002031068,1,4,32351038,32351143,106
25840,25841,ENSG00000251329,ENST00000515181,ENSE00002072501,1,4,32352478,32353220,743
25841,25842,ENSG00000251336,ENST00000510211,ENSE00002021880,-1,4,181829924,181829973,50
25842,25843,ENSG00000251336,ENST00000510211,ENSE00002085337,-1,4,181821556,181821629,74
25843,25844,ENSG00000251336,ENST00000510211,ENSE00002045092,-1,4,181820019,181820295,277
25844,25845,ENSG00000251339,ENST00000513551,ENSE00002077059,-1,4,58984006,58984141,136
25845,25846,ENSG00000251339,ENST00000513551,ENSE00002033331,-1,4,58977014,58977113,100
25846,25847,ENSG00000251339,ENST00000513551,ENSE00002066860,-1,4,58784036,58784261,226
25847,25848,ENSG00000251339,ENST00000513551,ENSE00002066308,-1,4,58782545,58782642,98
25848,25849,ENSG00000251339,ENST00000513551,ENSE00002057922,-1,4,58780626,58781126,501
25849,25850,ENSG00000251339,ENST00000510941,ENSE00002084429,-1,4,58984006,58984102,97
25850,25851,ENSG00000251339,ENST00000510941,ENSE00002083304,-1,4,58860885,58860969,85
25851,25852,ENSG00000251339,ENST00000510941,ENSE00002082682,-1,4,58857625,58857748,124
25852,25853,ENSG00000251339,ENST00000510941,ENSE00002054042,-1,4,58847168,58847365,198
25853,25854,ENSG00000251339,ENST00000510371,ENSE00002071643,-1,4,58984006,58984152,147
25854,25855,ENSG00000251339,ENST00000510371,ENSE00002083304,-1,4,58860885,58860969,85
25855,25856,ENSG00000251339,ENST00000510371,ENSE00002050508,-1,4,58850970,58851205,236
25856,25857,ENSG00000251339,ENST00000503232,ENSE00002049835,-1,4,58977014,58977097,84
25857,25858,ENSG00000251339,ENST00000503232,ENSE00002083304,-1,4,58860885,58860969,85
25858,25859,ENSG00000251339,ENST00000503232,ENSE00002078540,-1,4,58860511,58860608,98
25859,25860,ENSG00000251350,ENST00000507639,ENSE00002049907,1,4,44016861,44017062,202
25860,25861,ENSG00000251350,ENST00000507639,ENSE00002074353,1,4,44019751,44020256,506
25861,25862,ENSG00000251350,ENST00000512678,ENSE00002023627,1,4,44017062,44017370,309
25862,25863,ENSG00000251350,ENST00000512678,ENSE00002063063,1,4,44019751,44022063,2313
25863,25864,ENSG00000251359,ENST00000578387,ENSE00002731697,-1,4,183097017,183099199,2183
25864,25865,ENSG00000251361,ENST00000515153,ENSE00002081042,-1,5,93068626,93068669,44
25865,25866,ENSG00000251361,ENST00000515153,ENSE00002065575,-1,5,93051670,93051776,107
25866,25867,ENSG00000251361,ENST00000515153,ENSE00002073531,-1,5,93019663,93020136,474
25867,25868,ENSG00000251363,ENST00000651006,ENSE00003841691,1,14,40954693,40954952,260
25868,25869,ENSG00000251363,ENST00000651006,ENSE00002073979,1,14,40962790,40962842,53
25869,25870,ENSG00000251363,ENST00000651006,ENSE00002076510,1,14,40974340,40974390,51
25870,25871,ENSG00000251363,ENST00000651006,ENSE00003843418,1,14,41149075,41149309,235
25871,25872,ENSG00000251363,ENST00000515218,ENSE00002519951,1,14,40954898,40954952,55
25872,25873,ENSG00000251363,ENST00000515218,ENSE00002073979,1,14,40962790,40962842,53
25873,25874,ENSG00000251363,ENST00000515218,ENSE00002076510,1,14,40974340,40974390,51
25874,25875,ENSG00000251363,ENST00000515218,ENSE00002067081,1,14,40975341,40975877,537
25875,25876,ENSG00000251365,ENST00000506093,ENSE00002076013,1,5,6765891,6765981,91
25876,25877,ENSG00000251365,ENST00000506093,ENSE00002040373,1,5,6768275,6768424,150
25877,25878,ENSG00000251365,ENST00000506093,ENSE00002068164,1,5,6771599,6771953,355
25878,25879,ENSG00000251365,ENST00000649262,ENSE00003838324,1,5,6765894,6765981,88
25879,25880,ENSG00000251365,ENST00000649262,ENSE00003838780,1,5,6775559,6776669,1111
25880,25881,ENSG00000251365,ENST00000648399,ENSE00003838893,1,5,6775818,6776029,212
25881,25882,ENSG00000251365,ENST00000648399,ENSE00003837450,1,5,6777050,6777158,109
25882,25883,ENSG00000251365,ENST00000648399,ENSE00003838022,1,5,6777334,6777509,176
25883,25884,ENSG00000251365,ENST00000648399,ENSE00003831880,1,5,6826643,6826851,209
25884,25885,ENSG00000251365,ENST00000648399,ENSE00003840807,1,5,6831556,6831614,59
25885,25886,ENSG00000251365,ENST00000648399,ENSE00003836896,1,5,6832222,6832298,77
25886,25887,ENSG00000251365,ENST00000648399,ENSE00003833397,1,5,6832991,6833120,130
25887,25888,ENSG00000251365,ENST00000508881,ENSE00002021213,1,5,6795880,6796345,466
25888,25889,ENSG00000251365,ENST00000508881,ENSE00002063489,1,5,6826643,6826728,86
25889,25890,ENSG00000251365,ENST00000652281,ENSE00003846011,1,5,6826560,6826851,292
25890,25891,ENSG00000251365,ENST00000652281,ENSE00003847019,1,5,6827166,6827822,657
25891,25892,ENSG00000251367,ENST00000509496,ENSE00002029823,1,5,109467353,109467952,600
25892,25893,ENSG00000251370,ENST00000510879,ENSE00002022960,1,5,9511333,9511410,78
25893,25894,ENSG00000251370,ENST00000510879,ENSE00002042911,1,5,9511980,9512065,86
25894,25895,ENSG00000251370,ENST00000510879,ENSE00002077635,1,5,9516572,9518086,1515
25895,25896,ENSG00000251371,ENST00000513925,ENSE00002073507,1,5,4640731,4641085,355
25896,25897,ENSG00000251371,ENST00000513925,ENSE00002037245,1,5,4648070,4648254,185
25897,25898,ENSG00000251372,ENST00000502757,ENSE00002042625,1,4,138309711,138309847,137
25898,25899,ENSG00000251372,ENST00000502757,ENSE00002052866,1,4,138313291,138313720,430
25899,25900,ENSG00000251372,ENST00000507145,ENSE00002039309,1,4,138309712,138309847,136
25900,25901,ENSG00000251372,ENST00000507145,ENSE00002070503,1,4,138361296,138361402,107
25901,25902,ENSG00000251372,ENST00000507145,ENSE00002028731,1,4,138424048,138424344,297
25902,25903,ENSG00000251372,ENST00000515282,ENSE00002028564,1,4,138309742,138309847,106
25903,25904,ENSG00000251372,ENST00000515282,ENSE00002066669,1,4,138313291,138313401,111
25904,25905,ENSG00000251372,ENST00000515282,ENSE00002046539,1,4,138339012,138339257,246
25905,25906,ENSG00000251372,ENST00000515282,ENSE00002039577,1,4,138349718,138349833,116
25906,25907,ENSG00000251372,ENST00000510736,ENSE00002028564,1,4,138309742,138309847,106
25907,25908,ENSG00000251372,ENST00000510736,ENSE00002046539,1,4,138339012,138339257,246
25908,25909,ENSG00000251372,ENST00000510736,ENSE00002030522,1,4,138349718,138349850,133
25909,25910,ENSG00000251372,ENST00000510736,ENSE00002077649,1,4,138424048,138424149,102
25910,25911,ENSG00000251376,ENST00000512349,ENSE00002036916,1,5,55054428,55054781,354
25911,25912,ENSG00000251376,ENST00000512349,ENSE00002030751,1,5,55054904,55055140,237
25912,25913,ENSG00000251377,ENST00000504957,ENSE00002052487,-1,4,152225831,152225870,40
25913,25914,ENSG00000251377,ENST00000504957,ENSE00002036375,-1,4,152225244,152225450,207
25914,25915,ENSG00000251377,ENST00000504957,ENSE00002047724,-1,4,152207421,152207668,248
25915,25916,ENSG00000251377,ENST00000504785,ENSE00002043821,-1,4,152225244,152225399,156
25916,25917,ENSG00000251377,ENST00000504785,ENSE00002033587,-1,4,152222468,152222759,292
25917,25918,ENSG00000251381,ENST00000527945,ENSE00002191532,-1,11,12989456,12989547,92
25918,25919,ENSG00000251381,ENST00000527945,ENSE00002176558,-1,11,12965108,12965214,107
25919,25920,ENSG00000251381,ENST00000527945,ENSE00002144668,-1,11,12961842,12962763,922
25920,25921,ENSG00000251381,ENST00000504230,ENSE00002200524,-1,11,12989456,12989548,93
25921,25922,ENSG00000251381,ENST00000504230,ENSE00002020901,-1,11,12979535,12980999,1465
25922,25923,ENSG00000251381,ENST00000532541,ENSE00002046679,-1,11,12989456,12989537,82
25923,25924,ENSG00000251381,ENST00000532541,ENSE00002031958,-1,11,12988402,12988466,65
25924,25925,ENSG00000251381,ENST00000532541,ENSE00002056425,-1,11,12986040,12986144,105
25925,25926,ENSG00000251381,ENST00000532541,ENSE00002140946,-1,11,12980038,12980909,872
25926,25927,ENSG00000251381,ENST00000534477,ENSE00002181337,-1,11,12989456,12989539,84
25927,25928,ENSG00000251381,ENST00000534477,ENSE00002056425,-1,11,12986040,12986144,105
25928,25929,ENSG00000251381,ENST00000534477,ENSE00002189440,-1,11,12980211,12980909,699
25929,25930,ENSG00000251381,ENST00000529328,ENSE00002175717,-1,11,12984226,12984292,67
25930,25931,ENSG00000251381,ENST00000529328,ENSE00002200016,-1,11,12980487,12980999,513
25931,25932,ENSG00000251381,ENST00000531402,ENSE00002159255,-1,11,12989456,12989546,91
25932,25933,ENSG00000251381,ENST00000531402,ENSE00002056425,-1,11,12986040,12986144,105
25933,25934,ENSG00000251381,ENST00000531402,ENSE00002155159,-1,11,12984226,12984338,113
25934,25935,ENSG00000251381,ENST00000531402,ENSE00002156653,-1,11,12980629,12980909,281
25935,25936,ENSG00000251381,ENST00000526388,ENSE00002196694,-1,11,12989456,12989538,83
25936,25937,ENSG00000251381,ENST00000526388,ENSE00002031958,-1,11,12988402,12988466,65
25937,25938,ENSG00000251381,ENST00000526388,ENSE00002056425,-1,11,12986040,12986144,105
25938,25939,ENSG00000251381,ENST00000526388,ENSE00002155159,-1,11,12984226,12984338,113
25939,25940,ENSG00000251381,ENST00000526388,ENSE00002145477,-1,11,12980669,12980909,241
25940,25941,ENSG00000251383,ENST00000512043,ENSE00002024572,1,4,75354076,75354115,40
25941,25942,ENSG00000251383,ENST00000512043,ENSE00002031968,1,4,75355318,75355387,70
25942,25943,ENSG00000251383,ENST00000512043,ENSE00002026974,1,4,75357981,75358170,190
25943,25944,ENSG00000251383,ENST00000512043,ENSE00002081227,1,4,75361724,75362566,843
25944,25945,ENSG00000251387,ENST00000506892,ENSE00002033334,-1,5,139775281,139775406,126
25945,25946,ENSG00000251387,ENST00000506892,ENSE00002028288,-1,5,139772528,139772954,427
