,SNO,Gene ID,Transcript ID,Biotype,Strand,Seq region Name,Transcript Start,Transcript End,Transcript Length,No. of Exons
6180,6181,ENSG00000246100,ENST00000602803,lincRNA,-1,11,115758276,115758853,578,1
6181,6182,ENSG00000246145,ENST00000499642,lincRNA,-1,8,66419589,66428977,4366,3
6182,6183,ENSG00000246211,ENST00000502071,lincRNA,1,11,74311362,74324705,2157,7
6183,6184,ENSG00000246223,ENST00000499006,lincRNA,-1,14,97925610,97978124,1458,3
6184,6185,ENSG00000246223,ENST00000556462,lincRNA,-1,14,97933062,97978056,2098,3
6185,6186,ENSG00000246223,ENST00000502187,lincRNA,-1,14,97957930,97978110,2455,4
6186,6187,ENSG00000246223,ENST00000512901,lincRNA,-1,14,97958036,97978108,2192,3
6187,6188,ENSG00000246223,ENST00000554822,lincRNA,-1,14,97959911,97978046,852,3
6188,6189,ENSG00000246223,ENST00000556138,lincRNA,-1,14,97968842,97978065,538,3
6189,6190,ENSG00000246283,ENST00000567456,lincRNA,1,15,42739118,42742197,425,3
6190,6191,ENSG00000246283,ENST00000500850,lincRNA,1,15,42740748,42743202,2017,2
6191,6192,ENSG00000246331,ENST00000500076,lincRNA,1,12,30755074,30780739,1552,2
6192,6193,ENSG00000246363,ENST00000500381,lincRNA,-1,12,89010681,89019679,2941,3
6193,6194,ENSG00000246363,ENST00000549278,lincRNA,-1,12,89010701,89309566,4177,7
6194,6195,ENSG00000246375,ENST00000500009,lincRNA,1,4,88284942,88331421,1654,5
6195,6196,ENSG00000246379,ENST00000501259,lincRNA,-1,16,56092987,56191094,2678,5
6196,6197,ENSG00000246379,ENST00000565155,lincRNA,-1,16,56143699,56189568,559,4
6197,6198,ENSG00000246379,ENST00000569025,lincRNA,-1,16,56169679,56190007,888,2
6198,6199,ENSG00000246379,ENST00000648729,lincRNA,-1,16,56183605,56189597,654,2
6199,6200,ENSG00000246379,ENST00000565441,lincRNA,-1,16,56183726,56186306,795,2
6200,6201,ENSG00000246379,ENST00000567929,lincRNA,-1,16,56187074,56188078,665,2
6201,6202,ENSG00000246394,ENST00000592296,lincRNA,-1,12,133030389,133036911,504,4
6202,6203,ENSG00000246394,ENST00000443154,lincRNA,-1,12,133032659,133037222,1151,3
6203,6204,ENSG00000246430,ENST00000519144,lincRNA,-1,8,56496246,56559586,564,3
6204,6205,ENSG00000246430,ENST00000499425,lincRNA,-1,8,56518321,56559671,2366,3
6205,6206,ENSG00000246430,ENST00000523786,lincRNA,-1,8,56520119,56559497,558,3
6206,6207,ENSG00000246430,ENST00000521483,lincRNA,-1,8,56520159,56559497,554,3
6207,6208,ENSG00000246430,ENST00000523664,lincRNA,-1,8,56520315,56559684,553,2
6208,6209,ENSG00000246430,ENST00000524338,lincRNA,-1,8,56520378,56559823,561,2
6209,6210,ENSG00000246430,ENST00000518943,lincRNA,-1,8,56520387,56559793,569,2
6210,6211,ENSG00000246465,ENST00000501520,lincRNA,-1,16,28284885,28292064,2481,2
6211,6212,ENSG00000246523,ENST00000499504,lincRNA,1,11,86955619,87000959,1223,3
6212,6213,ENSG00000246523,ENST00000531827,lincRNA,1,11,86956091,87000490,830,3
6213,6214,ENSG00000246526,ENST00000499502,lincRNA,-1,4,6687448,6690519,1821,3
6214,6215,ENSG00000246541,ENST00000501965,lincRNA,-1,4,94117792,94207556,1042,9
6215,6216,ENSG00000246548,ENST00000500215,lincRNA,1,14,77041064,77069503,2924,4
6216,6217,ENSG00000246640,ENST00000499842,lincRNA,-1,17,50050349,50055739,2533,3
6217,6218,ENSG00000246774,ENST00000500526,lincRNA,1,4,109303035,109316135,1951,3
6218,6219,ENSG00000246777,ENST00000501143,lincRNA,1,16,66751752,66754740,2894,2
6219,6220,ENSG00000246820,ENST00000499752,lincRNA,1,11,8169167,8178903,3734,3
6220,6221,ENSG00000246863,ENST00000499797,lincRNA,1,15,39921042,39924899,2730,2
6221,6222,ENSG00000246863,ENST00000558675,lincRNA,1,15,39921070,39925880,4811,1
6222,6223,ENSG00000246876,ENST00000500092,lincRNA,-1,4,129724171,129771478,1963,5
6223,6224,ENSG00000246876,ENST00000509105,lincRNA,-1,4,129748117,129771481,653,6
6224,6225,ENSG00000246898,ENST00000499966,lincRNA,1,16,66408524,66412135,2147,2
6225,6226,ENSG00000247011,ENST00000501718,lincRNA,-1,17,50934989,50944713,2054,2
6226,6227,ENSG00000247095,ENST00000500447,lincRNA,-1,11,565660,568420,1965,2
6227,6228,ENSG00000247095,ENST00000528245,lincRNA,-1,11,567083,568408,659,2
6228,6229,ENSG00000247095,ENST00000533920,lincRNA,-1,11,567144,568457,816,2
6229,6230,ENSG00000247095,ENST00000534540,lincRNA,-1,11,567526,568369,367,2
6230,6231,ENSG00000247134,ENST00000520819,lincRNA,1,8,32996178,33044802,712,3
6231,6232,ENSG00000247134,ENST00000500843,lincRNA,1,8,32996178,33044855,737,3
6232,6233,ENSG00000247157,ENST00000499291,lincRNA,1,12,11548030,11564403,3673,8
6233,6234,ENSG00000247157,ENST00000545239,lincRNA,1,12,11555700,11557052,502,2
6234,6235,ENSG00000247157,ENST00000541162,lincRNA,1,12,11556966,11590369,463,3
6235,6236,ENSG00000247317,ENST00000517833,lincRNA,-1,8,142981738,143018390,995,2
6236,6237,ENSG00000247317,ENST00000522060,lincRNA,-1,8,142982049,143018381,834,3
6237,6238,ENSG00000247317,ENST00000518024,lincRNA,-1,8,142994876,143012577,875,2
6238,6239,ENSG00000247317,ENST00000502167,lincRNA,-1,8,143007753,143018397,1781,3
6239,6240,ENSG00000247317,ENST00000518831,lincRNA,-1,8,143016666,143018437,759,2
6240,6241,ENSG00000247363,ENST00000500695,lincRNA,-1,12,68674371,68686859,1733,3
6241,6242,ENSG00000247363,ENST00000502102,lincRNA,-1,12,68675350,68687755,1449,3
6242,6243,ENSG00000247363,ENST00000433116,lincRNA,-1,12,68685569,68686837,550,2
6243,6244,ENSG00000247373,ENST00000498967,lincRNA,-1,12,123575891,123585115,8279,3
6244,6245,ENSG00000247381,ENST00000499662,lincRNA,-1,13,27819376,27917298,2518,5
6245,6246,ENSG00000247400,ENST00000606011,lincRNA,-1,13,95648733,95676794,401,2
6246,6247,ENSG00000247400,ENST00000499499,lincRNA,-1,13,95672835,95676925,2908,2
6247,6248,ENSG00000247402,ENST00000501405,lincRNA,1,5,102605635,102606197,391,2
6248,6249,ENSG00000247516,ENST00000605918,lincRNA,1,5,8450743,8460087,1057,2
6249,6250,ENSG00000247516,ENST00000502001,lincRNA,1,5,8457493,8460663,1005,2
6250,6251,ENSG00000247516,ENST00000606459,lincRNA,1,5,8457691,8463095,3239,2
6251,6252,ENSG00000247516,ENST00000652260,lincRNA,1,5,8457706,8486930,1198,4
6252,6253,ENSG00000247624,ENST00000500394,lincRNA,-1,4,14909961,15002045,1630,8
6253,6254,ENSG00000247624,ENST00000501916,lincRNA,-1,4,14976900,14994505,1806,5
6254,6255,ENSG00000247765,ENST00000500487,lincRNA,-1,15,21298233,21325241,2165,2
6255,6256,ENSG00000247810,ENST00000652451,lincRNA,1,4,37074234,37111037,1764,8
6256,6257,ENSG00000247810,ENST00000508199,lincRNA,1,4,37078577,37125424,538,3
6257,6258,ENSG00000247810,ENST00000501725,lincRNA,1,4,37078582,37111043,430,3
6258,6259,ENSG00000247877,ENST00000499025,lincRNA,-1,5,100449754,100535186,1569,5
6259,6260,ENSG00000247877,ENST00000504833,lincRNA,-1,5,100450935,100535262,488,5
6260,6261,ENSG00000247970,ENST00000502101,lincRNA,1,14,99604556,99625740,1039,2
6261,6262,ENSG00000247982,ENST00000620766,lincRNA,1,15,57300365,57301502,624,2
6262,6263,ENSG00000247982,ENST00000501726,lincRNA,1,15,57300365,57307761,2530,3
6263,6264,ENSG00000247982,ENST00000502027,lincRNA,1,15,57304725,57307758,2141,3
6264,6265,ENSG00000247982,ENST00000613170,lincRNA,1,15,57306300,57307769,1470,1
6265,6266,ENSG00000247993,ENST00000514661,lincRNA,1,5,73446357,73446984,424,2
6266,6267,ENSG00000248029,ENST00000445660,lincRNA,1,5,55063179,55066230,567,2
6267,6268,ENSG00000248079,ENST00000501169,lincRNA,1,15,35546195,35859001,1477,3
6268,6269,ENSG00000248079,ENST00000559210,lincRNA,1,15,35546383,35858303,493,3
6269,6270,ENSG00000248079,ENST00000560866,lincRNA,1,15,35856477,35858302,370,2
6270,6271,ENSG00000248100,ENST00000506925,lincRNA,-1,12,27547050,27552773,2639,2
6271,6272,ENSG00000248103,ENST00000412295,lincRNA,1,5,181281375,181283652,549,2
6272,6273,ENSG00000248107,ENST00000507428,lincRNA,1,5,126179577,126193850,566,4
6273,6274,ENSG00000248112,ENST00000504916,lincRNA,-1,5,82919376,82921119,745,2
6274,6275,ENSG00000248118,ENST00000505443,lincRNA,-1,5,3417152,3536094,3199,5
6275,6276,ENSG00000248125,ENST00000512571,lincRNA,1,5,145429868,145441175,654,3
6276,6277,ENSG00000248125,ENST00000513657,lincRNA,1,5,145429903,145451099,468,2
6277,6278,ENSG00000248127,ENST00000503652,lincRNA,-1,5,76081946,76084186,691,2
6278,6279,ENSG00000248131,ENST00000505877,lincRNA,1,5,12574857,12655687,1319,3
6279,6280,ENSG00000248131,ENST00000513051,lincRNA,1,5,12574857,12759648,670,4
6280,6281,ENSG00000248131,ENST00000505196,lincRNA,1,5,12574857,12804363,540,4
6281,6282,ENSG00000248132,ENST00000505861,lincRNA,-1,5,58108082,58122341,725,5
6282,6283,ENSG00000248137,ENST00000509745,lincRNA,-1,5,2831021,2835139,560,2
6283,6284,ENSG00000248143,ENST00000508563,lincRNA,-1,4,43457527,43492543,582,3
6284,6285,ENSG00000248145,ENST00000513283,lincRNA,1,5,13175846,13179572,249,2
6285,6286,ENSG00000248148,ENST00000506656,lincRNA,1,5,45035199,45098647,820,2
6286,6287,ENSG00000248150,ENST00000513157,lincRNA,-1,5,16373361,16440081,2120,8
6287,6288,ENSG00000248161,ENST00000502883,lincRNA,-1,4,102418602,102431249,673,3
6288,6289,ENSG00000248161,ENST00000505709,lincRNA,-1,4,102418602,102431282,608,2
6289,6290,ENSG00000248161,ENST00000512915,lincRNA,-1,4,102418717,102450010,546,4
6290,6291,ENSG00000248161,ENST00000506972,lincRNA,-1,4,102418808,102431290,610,4
6291,6292,ENSG00000248172,ENST00000511867,lincRNA,1,17,49996889,50016844,586,2
6292,6293,ENSG00000248174,ENST00000515444,lincRNA,-1,4,174094660,174220398,1328,5
6293,6294,ENSG00000248174,ENST00000503140,lincRNA,-1,4,174097755,174120517,596,4
6294,6295,ENSG00000248176,ENST00000503299,lincRNA,1,4,29118308,29202770,758,3
6295,6296,ENSG00000248184,ENST00000511634,lincRNA,1,4,54332892,54355954,474,2
6296,6297,ENSG00000248187,ENST00000514265,lincRNA,-1,4,128567972,128570531,1623,2
6297,6298,ENSG00000248195,ENST00000505348,lincRNA,1,5,86335024,86335808,785,1
6298,6299,ENSG00000248197,ENST00000512487,lincRNA,-1,4,181064089,181159149,593,3
6299,6300,ENSG00000248199,ENST00000511474,lincRNA,1,5,61878109,61886129,454,2
6300,6301,ENSG00000248202,ENST00000502324,lincRNA,1,5,97881420,97899753,264,2
6301,6302,ENSG00000248202,ENST00000513288,lincRNA,1,5,97881428,97922695,705,2
6302,6303,ENSG00000248210,ENST00000503100,lincRNA,1,4,149154295,149278123,2520,13
6303,6304,ENSG00000248215,ENST00000510597,lincRNA,-1,4,36496537,36641900,776,5
6304,6305,ENSG00000248215,ENST00000505298,lincRNA,-1,4,36496693,36641900,788,6
6305,6306,ENSG00000248215,ENST00000515128,lincRNA,-1,4,36548884,36582730,756,2
6306,6307,ENSG00000248223,ENST00000511821,lincRNA,1,5,17353910,17354899,867,2
6307,6308,ENSG00000248227,ENST00000503465,lincRNA,1,4,38366914,38385759,500,2
6308,6309,ENSG00000248238,ENST00000505347,lincRNA,-1,4,19172335,19456994,641,3
6309,6310,ENSG00000248242,ENST00000515127,lincRNA,-1,4,104653874,104966793,575,6
6310,6311,ENSG00000248243,ENST00000514010,lincRNA,-1,3,130089433,130094304,713,4
6311,6312,ENSG00000248261,ENST00000506058,lincRNA,1,5,102144077,102146572,325,2
6312,6313,ENSG00000248262,ENST00000514103,lincRNA,1,4,11914667,11919688,423,2
6313,6314,ENSG00000248265,ENST00000515617,lincRNA,1,12,54058254,54122234,3942,2
6314,6315,ENSG00000248265,ENST00000651657,lincRNA,1,12,54106887,54122235,4434,2
6315,6316,ENSG00000248279,ENST00000505518,lincRNA,1,5,32947443,32962467,2008,6
6316,6317,ENSG00000248279,ENST00000507693,lincRNA,1,5,32948993,32961429,510,5
6317,6318,ENSG00000248294,ENST00000513392,lincRNA,1,5,57574027,57614341,409,4
6318,6319,ENSG00000248296,ENST00000503145,lincRNA,-1,5,124492775,124536348,797,3
6319,6320,ENSG00000248300,ENST00000506195,lincRNA,-1,4,11740948,11769468,657,4
6320,6321,ENSG00000248307,ENST00000514600,lincRNA,-1,4,138027422,138130685,2017,11
6321,6322,ENSG00000248307,ENST00000505874,lincRNA,-1,4,138032354,138091039,260,2
6322,6323,ENSG00000248307,ENST00000503208,lincRNA,-1,4,138032452,138049572,498,4
6323,6324,ENSG00000248307,ENST00000512536,lincRNA,-1,4,138098190,138130709,568,4
6324,6325,ENSG00000248307,ENST00000513895,lincRNA,-1,4,138115451,138130688,566,4
6325,6326,ENSG00000248311,ENST00000506059,lincRNA,-1,5,4775476,4805769,456,2
6326,6327,ENSG00000248317,ENST00000509711,lincRNA,1,4,54943630,54956818,422,3
6327,6328,ENSG00000248319,ENST00000508313,lincRNA,-1,4,169917761,169975902,4365,5
6328,6329,ENSG00000248330,ENST00000505952,lincRNA,-1,4,135866983,135867904,259,2
6329,6330,ENSG00000248330,ENST00000508714,lincRNA,-1,4,135866990,135913680,323,3
6330,6331,ENSG00000248330,ENST00000504365,lincRNA,-1,4,135867003,135888090,467,4
6331,6332,ENSG00000248338,ENST00000512268,lincRNA,1,4,29214398,29221162,575,3
6332,6333,ENSG00000248339,ENST00000512241,lincRNA,-1,4,171289475,171298267,4949,2
6333,6334,ENSG00000248346,ENST00000513711,lincRNA,1,4,146957438,146975314,443,4
6334,6335,ENSG00000248346,ENST00000512752,lincRNA,1,4,146973858,146975457,518,2
6335,6336,ENSG00000248358,ENST00000542992,lincRNA,-1,14,21714795,21716262,570,2
6336,6337,ENSG00000248359,ENST00000515199,lincRNA,-1,5,68531690,68533530,340,2
6337,6338,ENSG00000248360,ENST00000505089,lincRNA,-1,4,14470465,14888169,4672,7
6338,6339,ENSG00000248360,ENST00000509654,lincRNA,-1,4,14474085,14888167,822,5
6339,6340,ENSG00000248360,ENST00000515031,lincRNA,-1,4,14474087,14888168,987,7
6340,6341,ENSG00000248360,ENST00000506292,lincRNA,-1,4,14628756,14716595,462,4
6341,6342,ENSG00000248363,ENST00000510946,lincRNA,1,5,86353803,86368853,557,3
6342,6343,ENSG00000248363,ENST00000511940,lincRNA,1,5,86353803,86368854,581,3
6343,6344,ENSG00000248369,ENST00000504357,lincRNA,-1,4,132435802,132447235,464,3
6344,6345,ENSG00000248370,ENST00000502419,lincRNA,1,4,188160065,188161139,677,2
6345,6346,ENSG00000248371,ENST00000506293,lincRNA,-1,5,72574120,72574828,525,2
6346,6347,ENSG00000248371,ENST00000512573,lincRNA,-1,5,72574120,72660669,594,3
6347,6348,ENSG00000248371,ENST00000506250,lincRNA,-1,5,72574186,72580977,591,3
6348,6349,ENSG00000248373,ENST00000506148,lincRNA,1,4,104907357,105116845,472,4
6349,6350,ENSG00000248373,ENST00000515649,lincRNA,1,4,104907406,104970084,448,4
6350,6351,ENSG00000248373,ENST00000506386,lincRNA,1,4,104973712,105120000,541,4
6351,6352,ENSG00000248378,ENST00000515358,lincRNA,-1,5,31743988,31744451,464,1
6352,6353,ENSG00000248391,ENST00000506492,lincRNA,-1,5,29380296,29395981,470,5
6353,6354,ENSG00000248391,ENST00000507876,lincRNA,-1,5,29383104,29389940,403,3
6354,6355,ENSG00000248393,ENST00000512952,lincRNA,-1,5,82545862,82546310,449,1
6355,6356,ENSG00000248397,ENST00000504369,lincRNA,-1,4,138298856,138312658,455,2
6356,6357,ENSG00000248408,ENST00000506460,lincRNA,1,4,79663761,79696837,741,4
6357,6358,ENSG00000248417,ENST00000515263,lincRNA,1,4,33433510,33437877,332,2
6358,6359,ENSG00000248425,ENST00000514401,lincRNA,1,4,14390439,14393992,591,2
6359,6360,ENSG00000248428,ENST00000507627,lincRNA,-1,5,110970951,111008899,697,6
6360,6361,ENSG00000248431,ENST00000512831,lincRNA,1,4,162740668,162742048,628,2
6361,6362,ENSG00000248432,ENST00000508010,lincRNA,-1,4,111804418,111809694,300,2
6362,6363,ENSG00000248434,ENST00000508605,lincRNA,1,4,135067233,135071378,667,2
6363,6364,ENSG00000248434,ENST00000514526,lincRNA,1,4,135067233,135097658,689,4
6364,6365,ENSG00000248434,ENST00000509713,lincRNA,1,4,135092394,135097649,284,3
6365,6366,ENSG00000248440,ENST00000506330,lincRNA,1,5,109497877,109499108,566,2
6366,6367,ENSG00000248441,ENST00000614853,lincRNA,-1,15,95209099,95256705,1774,3
6367,6368,ENSG00000248441,ENST00000611265,lincRNA,-1,15,95255506,95326999,956,5
6368,6369,ENSG00000248441,ENST00000555332,lincRNA,-1,15,95274040,95289485,3568,3
6369,6370,ENSG00000248441,ENST00000508732,lincRNA,-1,15,95279284,95327100,1384,4
6370,6371,ENSG00000248441,ENST00000556899,lincRNA,-1,15,95288288,95327129,614,3
6371,6372,ENSG00000248443,ENST00000511091,lincRNA,1,5,124829472,124830290,819,1
6372,6373,ENSG00000248455,ENST00000508677,lincRNA,1,5,17404019,17441694,296,2
6373,6374,ENSG00000248455,ENST00000507730,lincRNA,1,5,17404146,17441678,416,2
6374,6375,ENSG00000248455,ENST00000505844,lincRNA,1,5,17436737,17441678,687,2
6375,6376,ENSG00000248456,ENST00000511899,lincRNA,-1,4,135112905,135123737,770,3
6376,6377,ENSG00000248456,ENST00000506412,lincRNA,-1,4,135121268,135123779,289,3
6377,6378,ENSG00000248457,ENST00000510065,lincRNA,-1,5,12914068,13032886,270,3
6378,6379,ENSG00000248461,ENST00000652286,lincRNA,1,5,38025617,38152717,1900,4
6379,6380,ENSG00000248461,ENST00000513039,lincRNA,1,5,38025697,38183932,462,3
6380,6381,ENSG00000248461,ENST00000508853,lincRNA,1,5,38148480,38153715,2573,2
6381,6382,ENSG00000248473,ENST00000513771,lincRNA,-1,5,181191046,181191852,411,2
6382,6383,ENSG00000248474,ENST00000511395,lincRNA,-1,5,74084068,74103216,577,2
6383,6384,ENSG00000248479,ENST00000503625,lincRNA,1,4,65702202,65705553,385,2
6384,6385,ENSG00000248482,ENST00000509530,lincRNA,-1,5,135124380,135131249,541,2
6385,6386,ENSG00000248484,ENST00000507236,lincRNA,-1,5,176707356,176726243,578,2
6386,6387,ENSG00000248489,ENST00000513175,lincRNA,1,5,98929171,98995013,478,3
6387,6388,ENSG00000248490,ENST00000510512,lincRNA,-1,5,27412613,27436411,491,4
6388,6389,ENSG00000248491,ENST00000513519,lincRNA,-1,4,127096891,127106771,506,2
6389,6390,ENSG00000248491,ENST00000504050,lincRNA,-1,4,127097098,127470552,645,6
6390,6391,ENSG00000248491,ENST00000509671,lincRNA,-1,4,127401726,127470569,241,3
6391,6392,ENSG00000248505,ENST00000510956,lincRNA,1,4,57425872,57465986,1038,6
6392,6393,ENSG00000248510,ENST00000513393,lincRNA,1,4,96310701,96364452,1687,2
6393,6394,ENSG00000248510,ENST00000522173,lincRNA,1,4,96310732,96818864,799,4
6394,6395,ENSG00000248511,ENST00000504213,lincRNA,-1,4,92297251,92304178,592,3
6395,6396,ENSG00000248515,ENST00000511431,lincRNA,1,4,19455436,19909692,889,4
6396,6397,ENSG00000248516,ENST00000509015,lincRNA,1,4,4321962,4334182,1416,3
6397,6398,ENSG00000248517,ENST00000505053,lincRNA,1,4,184988997,185005186,911,2
6398,6399,ENSG00000248518,ENST00000508241,lincRNA,1,4,54376002,54376752,540,2
6399,6400,ENSG00000248528,ENST00000507491,lincRNA,-1,5,92907180,92939591,707,4
6400,6401,ENSG00000248533,ENST00000506429,lincRNA,1,5,37953402,37966964,487,2
6401,6402,ENSG00000248538,ENST00000649472,lincRNA,1,8,9151695,9202850,979,5
6402,6403,ENSG00000248538,ENST00000518496,lincRNA,1,8,9151742,9156363,636,4
6403,6404,ENSG00000248538,ENST00000649948,lincRNA,1,8,9151767,9202858,1875,6
6404,6405,ENSG00000248538,ENST00000647722,lincRNA,1,8,9151772,9202628,1542,7
6405,6406,ENSG00000248538,ENST00000650612,lincRNA,1,8,9151784,9202858,1038,6
6406,6407,ENSG00000248538,ENST00000517816,lincRNA,1,8,9151792,9168136,826,4
6407,6408,ENSG00000248538,ENST00000521718,lincRNA,1,8,9151800,9156362,439,3
6408,6409,ENSG00000248538,ENST00000648549,lincRNA,1,8,9155009,9156359,349,2
6409,6410,ENSG00000248538,ENST00000648278,lincRNA,1,8,9155290,9202853,936,6
6410,6411,ENSG00000248538,ENST00000648474,lincRNA,1,8,9168185,9202858,1603,3
6411,6412,ENSG00000248538,ENST00000648239,lincRNA,1,8,9168665,9202854,1108,3
6412,6413,ENSG00000248538,ENST00000649000,lincRNA,1,8,9169097,9202858,748,4
6413,6414,ENSG00000248538,ENST00000649837,lincRNA,1,8,9188251,9193796,819,3
6414,6415,ENSG00000248538,ENST00000649571,lincRNA,1,8,9188959,9203126,1023,4
6415,6416,ENSG00000248538,ENST00000649018,lincRNA,1,8,9188977,9202858,844,4
6416,6417,ENSG00000248538,ENST00000649438,lincRNA,1,8,9188977,9202858,734,4
6417,6418,ENSG00000248538,ENST00000648105,lincRNA,1,8,9188999,9202858,833,4
6418,6419,ENSG00000248538,ENST00000647737,lincRNA,1,8,9188999,9202858,658,3
6419,6420,ENSG00000248538,ENST00000649045,lincRNA,1,8,9188999,9202858,833,4
6420,6421,ENSG00000248538,ENST00000512942,lincRNA,1,8,9188999,9202858,726,4
6421,6422,ENSG00000248538,ENST00000648790,lincRNA,1,8,9188999,9202858,830,4
6422,6423,ENSG00000248538,ENST00000648215,lincRNA,1,8,9189010,9202858,1327,5
6423,6424,ENSG00000248538,ENST00000648596,lincRNA,1,8,9189019,9202858,627,3
6424,6425,ENSG00000248538,ENST00000649136,lincRNA,1,8,9189021,9202858,1195,4
6425,6426,ENSG00000248538,ENST00000647950,lincRNA,1,8,9189021,9202858,1077,4
6426,6427,ENSG00000248538,ENST00000649604,lincRNA,1,8,9189021,9202858,797,4
6427,6428,ENSG00000248538,ENST00000647825,lincRNA,1,8,9189021,9203842,800,5
6428,6429,ENSG00000248538,ENST00000648540,lincRNA,1,8,9189024,9189806,482,2
6429,6430,ENSG00000248538,ENST00000649600,lincRNA,1,8,9189046,9202858,980,3
6430,6431,ENSG00000248538,ENST00000649718,lincRNA,1,8,9189046,9202858,867,4
6431,6432,ENSG00000248538,ENST00000650420,lincRNA,1,8,9189046,9202858,1008,2
6432,6433,ENSG00000248538,ENST00000649916,lincRNA,1,8,9189046,9202858,969,3
6433,6434,ENSG00000248538,ENST00000649004,lincRNA,1,8,9189046,9202858,1087,3
6434,6435,ENSG00000248538,ENST00000417333,lincRNA,1,8,9189348,9202858,774,3
6435,6436,ENSG00000248538,ENST00000648116,lincRNA,1,8,9189423,9202858,622,4
6436,6437,ENSG00000248538,ENST00000523747,lincRNA,1,8,9189505,9202837,564,4
6437,6438,ENSG00000248538,ENST00000648475,lincRNA,1,8,9189521,9256152,1775,4
6438,6439,ENSG00000248538,ENST00000647579,lincRNA,1,8,9189859,9202858,585,3
6439,6440,ENSG00000248538,ENST00000649829,lincRNA,1,8,9198331,9199003,673,1
6440,6441,ENSG00000248538,ENST00000650304,lincRNA,1,8,9198331,9202858,1139,2
6441,6442,ENSG00000248538,ENST00000647867,lincRNA,1,8,9198331,9203024,1187,2
6442,6443,ENSG00000248538,ENST00000648387,lincRNA,1,8,9249343,9258951,1115,2
6443,6444,ENSG00000248538,ENST00000522836,lincRNA,1,8,9249417,9254999,743,2
6444,6445,ENSG00000248538,ENST00000649561,lincRNA,1,8,9249444,9304644,797,2
6445,6446,ENSG00000248538,ENST00000523246,lincRNA,1,8,9249540,9325976,674,3
6446,6447,ENSG00000248538,ENST00000520255,lincRNA,1,8,9249604,9413714,863,4
6447,6448,ENSG00000248538,ENST00000647972,lincRNA,1,8,9324723,9392344,1048,7
6448,6449,ENSG00000248538,ENST00000520390,lincRNA,1,8,9325051,9335080,3442,3
6449,6450,ENSG00000248538,ENST00000650152,lincRNA,1,8,9325146,9335081,837,3
6450,6451,ENSG00000248538,ENST00000648937,lincRNA,1,8,9325247,9328494,772,4
6451,6452,ENSG00000248538,ENST00000648532,lincRNA,1,8,9325384,9392344,1020,7
6452,6453,ENSG00000248538,ENST00000648507,lincRNA,1,8,9325402,9328467,680,3
6453,6454,ENSG00000248538,ENST00000649599,lincRNA,1,8,9325402,9384044,913,9
6454,6455,ENSG00000248538,ENST00000648214,lincRNA,1,8,9325402,9390362,1251,5
6455,6456,ENSG00000248538,ENST00000647924,lincRNA,1,8,9325835,9392345,901,5
6456,6457,ENSG00000248538,ENST00000649893,lincRNA,1,8,9325879,9392344,1073,7
6457,6458,ENSG00000248538,ENST00000649652,lincRNA,1,8,9325902,9392706,906,2
6458,6459,ENSG00000248538,ENST00000650028,lincRNA,1,8,9325909,9400700,699,4
6459,6460,ENSG00000248538,ENST00000647577,lincRNA,1,8,9326073,9413877,901,5
6460,6461,ENSG00000248538,ENST00000650282,lincRNA,1,8,9326095,9425524,797,4
6461,6462,ENSG00000248538,ENST00000649050,lincRNA,1,8,9326102,9392344,646,5
6462,6463,ENSG00000248538,ENST00000518619,lincRNA,1,8,9326108,9367892,807,4
6463,6464,ENSG00000248538,ENST00000649984,lincRNA,1,8,9326121,9392340,500,4
6464,6465,ENSG00000248538,ENST00000650228,lincRNA,1,8,9326121,9392344,443,4
6465,6466,ENSG00000248538,ENST00000648337,lincRNA,1,8,9326128,9384886,1425,5
6466,6467,ENSG00000248538,ENST00000649280,lincRNA,1,8,9326128,9413878,877,6
6467,6468,ENSG00000248538,ENST00000649974,lincRNA,1,8,9402962,9413878,532,3
6468,6469,ENSG00000248538,ENST00000647946,lincRNA,1,8,9404306,9413869,425,2
6469,6470,ENSG00000248539,ENST00000513673,lincRNA,-1,5,37899363,37920869,540,4
6470,6471,ENSG00000248540,ENST00000563727,lincRNA,-1,15,74125915,74128838,2924,1
6471,6472,ENSG00000248540,ENST00000514871,lincRNA,-1,15,74126373,74129278,2566,2
6472,6473,ENSG00000248545,ENST00000515188,lincRNA,1,4,25608711,25619468,411,2
6473,6474,ENSG00000248550,ENST00000534909,lincRNA,1,14,56813183,56930833,2428,4
6474,6475,ENSG00000248550,ENST00000554428,lincRNA,1,14,56813233,56919792,389,2
6475,6476,ENSG00000248550,ENST00000554725,lincRNA,1,14,56813271,57152177,587,4
6476,6477,ENSG00000248550,ENST00000554358,lincRNA,1,14,56813291,56929039,541,4
6477,6478,ENSG00000248551,ENST00000502661,lincRNA,-1,4,175346358,175403110,905,3
6478,6479,ENSG00000248567,ENST00000507156,lincRNA,-1,4,71821305,71823980,583,4
6479,6480,ENSG00000248588,ENST00000651927,lincRNA,1,5,92823935,92844992,1205,5
6480,6481,ENSG00000248588,ENST00000502383,lincRNA,1,5,92826255,92844004,585,2
6481,6482,ENSG00000248597,ENST00000511698,lincRNA,-1,5,1963609,1967154,490,3
6482,6483,ENSG00000248599,ENST00000514926,lincRNA,1,8,101052054,101076251,1948,3
6483,6484,ENSG00000248600,ENST00000502809,lincRNA,1,5,124455373,124460098,608,3
