,SNO,Index,RefSeq Gene ID,Dbxref,Name,gbkey,Biotype,Type,Seq_id,Strand,Start,End,No. of Transcripts
10528,10529,2168634,gene-LOC105369529,GeneID:105369529,LOC105369529,Gene,lncRNA,gene,NC_000011.10,1,120128502,120140474,1
10529,10530,2168643,gene-LOC105369530,GeneID:105369530,LOC105369530,Gene,lncRNA,gene,NC_000011.10,1,120186193,120191271,1
10530,10531,2168896,gene-LOC649133,GeneID:649133,LOC649133,Gene,lncRNA,gene,NC_000011.10,-1,120249759,120265932,1
10531,10532,2168906,gene-LOC105369531,GeneID:105369531,LOC105369531,Gene,lncRNA,gene,NC_000011.10,-1,120268680,120291767,2
10532,10533,2169885,gene-LOC107984400,GeneID:107984400,LOC107984400,Gene,lncRNA,gene,NC_000011.10,1,120573750,120578735,2
10533,10534,2169895,gene-LOC105369532,GeneID:105369532,LOC105369532,Gene,lncRNA,gene,NC_000011.10,-1,120811345,120819115,1
10534,10535,2169900,gene-LOC101929227,GeneID:101929227,LOC101929227,Gene,lncRNA,gene,NC_000011.10,-1,120867933,120894797,1
10535,10536,2169906,gene-LOC101929208,GeneID:101929208,LOC101929208,Gene,lncRNA,gene,NC_000011.10,-1,120940554,120958039,1
10536,10537,2170012,gene-LOC105369533,GeneID:105369533,LOC105369533,Gene,lncRNA,gene,NC_000011.10,1,121236827,121245159,1
10537,10538,2170017,gene-LOC105369534,GeneID:105369534,LOC105369534,Gene,lncRNA,gene,NC_000011.10,1,121245196,121248168,1
10538,10539,2170045,gene-LOC105369536,GeneID:105369536,LOC105369536,Gene,lncRNA,gene,NC_000011.10,-1,121439082,121453013,3
10539,10540,2170782,gene-LOC107984402,GeneID:107984402,LOC107984402,Gene,lncRNA,gene,NC_000011.10,1,121869331,121906374,1
10540,10541,2170791,gene-MIR100HG,"GeneID:399959,HGNC:HGNC:39522,MIM:615965",MIR100HG,Gene,lncRNA,gene,NC_000011.10,-1,122028329,122422871,23
10541,10542,2170888,gene-MIR125B1,"GeneID:406911,HGNC:HGNC:31506,MIM:610104,miRBase:MI0000446",MIR125B1,Gene,miRNA,gene,NC_000011.10,-1,122099757,122099844,3
10542,10543,2170899,gene-MIRLET7A2,"GeneID:406882,HGNC:HGNC:31477,MIM:612142,miRBase:MI0000061",MIRLET7A2,Gene,miRNA,gene,NC_000011.10,-1,122146522,122146593,3
10543,10544,2170906,gene-MIR100,"GeneID:406892,HGNC:HGNC:31487,MIM:613186,miRBase:MI0000102",MIR100,Gene,miRNA,gene,NC_000011.10,-1,122152229,122152308,3
10544,10545,2171357,gene-SNORD14E,"GeneID:85391,HGNC:HGNC:30354",SNORD14E,Gene,snoRNA,gene,NC_000011.10,-1,123058077,123058156,1
10545,10546,2171360,gene-SNORD14D,"GeneID:85390,HGNC:HGNC:30353",SNORD14D,Gene,snoRNA,gene,NC_000011.10,-1,123058909,123058995,1
10546,10547,2171363,gene-SNORD14C,"GeneID:85389,HGNC:HGNC:30352",SNORD14C,Gene,snoRNA,gene,NC_000011.10,-1,123059335,123059422,1
10547,10548,2171366,gene-LOC101929289,GeneID:101929289,LOC101929289,Gene,lncRNA,gene,NC_000011.10,1,123062471,123063231,1
10548,10549,2171389,gene-LOC105369540,GeneID:105369540,LOC105369540,Gene,lncRNA,gene,NC_000011.10,1,123204038,123207719,1
10549,10550,2171393,gene-LOC105369539,GeneID:105369539,LOC105369539,Gene,lncRNA,gene,NC_000011.10,-1,123206432,123207784,2
10550,10551,2171400,gene-LOC105369541,GeneID:105369541,LOC105369541,Gene,lncRNA,gene,NC_000011.10,-1,123313674,123314981,2
10551,10552,2172457,gene-MIR4493,"GeneID:100616319,HGNC:HGNC:41778,miRBase:MI0016855",MIR4493,Gene,miRNA,gene,NC_000011.10,-1,123381440,123381512,2
10552,10553,2172509,gene-LOC105369543,GeneID:105369543,LOC105369543,Gene,lncRNA,gene,NC_000011.10,1,123651728,123672257,1
10553,10554,2172730,gene-LOC105369544,GeneID:105369544,LOC105369544,Gene,lncRNA,gene,NC_000011.10,1,123797387,123817027,2
10554,10555,2172822,gene-LOC107984403,GeneID:107984403,LOC107984403,Gene,lncRNA,gene,NC_000011.10,1,124075598,124076899,2
10555,10556,2172829,gene-LOC105369545,GeneID:105369545,LOC105369545,Gene,lncRNA,gene,NC_000011.10,-1,124082358,124086980,1
10556,10557,2172973,gene-LOC102724410,GeneID:102724410,LOC102724410,Gene,lncRNA,gene,NC_000011.10,-1,124218136,124228128,2
10557,10558,2172987,gene-LOC112267863,GeneID:112267863,LOC112267863,Gene,lncRNA,gene,NC_000011.10,1,124241158,124311784,1
10558,10559,2173008,gene-LOC112268069,GeneID:112268069,LOC112268069,Gene,lncRNA,gene,NC_000011.10,1,124316060,124323283,2
10559,10560,2173067,gene-LOC107984404,GeneID:107984404,LOC107984404,Gene,lncRNA,gene,NC_000011.10,1,124404616,124405687,1
10560,10561,2173283,gene-LOC107984405,GeneID:107984405,LOC107984405,Gene,lncRNA,gene,NC_000011.10,1,124718278,124723163,1
10561,10562,2173348,gene-LOC101929340,GeneID:101929340,LOC101929340,Gene,lncRNA,gene,NC_000011.10,1,124759134,124765925,2
10562,10563,2173488,gene-LOC100507283,GeneID:100507283,LOC100507283,Gene,lncRNA,gene,NC_000011.10,1,124800428,124834487,1
10563,10564,2173743,gene-LOC107984406,GeneID:107984406,LOC107984406,Gene,lncRNA,gene,NC_000011.10,1,124891809,124945321,1
10564,10565,2173797,gene-LOC105369547,GeneID:105369547,LOC105369547,Gene,lncRNA,gene,NC_000011.10,-1,124950383,124954058,3
10565,10566,2174775,gene-PKNOX2-AS1,"GeneID:103695364,HGNC:HGNC:50690",PKNOX2-AS1,Gene,lncRNA,gene,NC_000011.10,-1,125158461,125164609,1
10566,10567,2174780,gene-LOC105369549,GeneID:105369549,LOC105369549,Gene,lncRNA,gene,NC_000011.10,-1,125258628,125267660,3
10567,10568,2174866,gene-STT3A-AS1,"GeneID:105369550,HGNC:HGNC:44585",STT3A-AS1,Gene,lncRNA,gene,NC_000011.10,-1,125568108,125592568,1
10568,10569,2175471,gene-LOC105369551,GeneID:105369551,LOC105369551,Gene,lncRNA,gene,NC_000011.10,1,125695654,125699621,1
10569,10570,2175510,gene-LOC105369552,GeneID:105369552,LOC105369552,Gene,lncRNA,gene,NC_000011.10,1,125824591,125829539,1
10570,10571,2175683,gene-LOC105369554,GeneID:105369554,LOC105369554,Gene,lncRNA,gene,NC_000011.10,-1,125924221,125939098,2
10571,10572,2176084,gene-LOC107984407,GeneID:107984407,LOC107984407,Gene,lncRNA,gene,NC_000011.10,1,126102840,126103441,1
10572,10573,2176626,gene-HP11014,GeneID:105369557,HP11014,Gene,lncRNA,gene,NC_000011.10,-1,126294298,126299090,1
10573,10574,2176657,gene-GSEC,"GeneID:399972,HGNC:HGNC:48645",GSEC,Gene,lncRNA,gene,NC_000011.10,-1,126341716,126355587,1
10574,10575,2177352,gene-LOC101929427,GeneID:101929427,LOC101929427,Gene,lncRNA,gene,NC_000011.10,1,126652778,126682104,2
10575,10576,2177359,gene-LOC105369561,GeneID:105369561,LOC105369561,Gene,lncRNA,gene,NC_000011.10,1,126721508,126734429,2
10576,10577,2177368,gene-LOC105369559,GeneID:105369559,LOC105369559,Gene,lncRNA,gene,NC_000011.10,-1,126876545,126940538,4
10577,10578,2177388,gene-KIRREL3-AS2,"GeneID:100874251,HGNC:HGNC:42656",KIRREL3-AS2,Gene,lncRNA,gene,NC_000011.10,1,126940746,126945090,1
10578,10579,2177393,gene-MIR3167,"GeneID:100422918,HGNC:HGNC:38242,miRBase:MI0014198",MIR3167,Gene,miRNA,gene,NC_000011.10,-1,126988458,126988542,2
10579,10580,2177398,gene-LOC105369558,GeneID:105369558,LOC105369558,Gene,lncRNA,gene,NC_000011.10,1,126990482,126995458,1
10580,10581,2177402,gene-KIRREL3-AS3,"GeneID:283165,HGNC:HGNC:26855",KIRREL3-AS3,Gene,lncRNA,gene,NC_000011.10,1,127002910,127006058,1
10581,10582,2177407,gene-LOC101929473,GeneID:101929473,LOC101929473,Gene,lncRNA,gene,NC_000011.10,1,127067002,127101306,1
10582,10583,2177412,gene-LOC105369562,GeneID:105369562,LOC105369562,Gene,lncRNA,gene,NC_000011.10,1,127109502,127114166,1
10583,10584,2177417,gene-LOC107984379,GeneID:107984379,LOC107984379,Gene,lncRNA,gene,NC_000011.10,1,127229925,127231863,1
10584,10585,2177422,gene-LOC101929497,GeneID:101929497,LOC101929497,Gene,lncRNA,gene,NC_000011.10,1,127271070,127337033,1
10585,10586,2177429,gene-LOC107984373,GeneID:107984373,LOC107984373,Gene,lncRNA,gene,NC_000011.10,1,127427848,127496868,1
10586,10587,2177435,gene-LOC107984374,GeneID:107984374,LOC107984374,Gene,lncRNA,gene,NC_000011.10,-1,128051583,128054818,1
10587,10588,2177439,gene-LOC105369563,GeneID:105369563,LOC105369563,Gene,lncRNA,gene,NC_000011.10,1,128093913,128183671,1
10588,10589,2177447,gene-LINC02098,"GeneID:105369564,HGNC:HGNC:52950",LINC02098,Gene,lncRNA,gene,NC_000011.10,1,128208766,128241441,1
10589,10590,2177453,gene-LOC107984408,GeneID:107984408,LOC107984408,Gene,lncRNA,gene,NC_000011.10,1,128302372,128310868,1
10590,10591,2177597,gene-MIR6090,"GeneID:102466104,HGNC:HGNC:50204,miRBase:MI0020367",MIR6090,Gene,miRNA,gene,NC_000011.10,1,128522390,128522449,2
10591,10592,2177602,gene-LOC101929517,GeneID:101929517,LOC101929517,Gene,lncRNA,gene,NC_000011.10,1,128526142,128530383,1
10592,10593,2177608,gene-LOC105369565,GeneID:105369565,LOC105369565,Gene,lncRNA,gene,NC_000011.10,1,128565075,128586633,2
10593,10594,2177618,gene-LOC105369568,GeneID:105369568,LOC105369568,Gene,lncRNA,gene,NC_000011.10,-1,128597299,128622246,3
10594,10595,2177636,gene-LOC101929538,GeneID:101929538,LOC101929538,Gene,lncRNA,gene,NC_000011.10,-1,128681240,128686922,1
10595,10596,2177781,gene-SENCR,"GeneID:100507392,HGNC:HGNC:44177,MIM:615815",SENCR,Gene,lncRNA,gene,NC_000011.10,-1,128691672,128696023,1
10596,10597,2177813,gene-LOC107984409,GeneID:107984409,LOC107984409,Gene,lncRNA,gene,NC_000011.10,1,128854073,128867162,1
10597,10598,2178326,gene-LOC399975,GeneID:399975,LOC399975,Gene,lncRNA,gene,NC_000011.10,-1,129233778,129283164,1
10598,10599,2178334,gene-LOC105369571,GeneID:105369571,LOC105369571,Gene,lncRNA,gene,NC_000011.10,-1,129299733,129302906,1
10599,10600,2178339,gene-LOC105369572,GeneID:105369572,LOC105369572,Gene,lncRNA,gene,NC_000011.10,-1,129307325,129331215,1
10600,10601,2178371,gene-LOC107984410,GeneID:107984410,LOC107984410,Gene,lncRNA,gene,NC_000011.10,-1,129443428,129451125,1
10601,10602,2178377,gene-LINC01395,"GeneID:101929557,HGNC:HGNC:50674",LINC01395,Gene,lncRNA,gene,NC_000011.10,-1,129612116,129617269,1
10602,10603,2179557,gene-LINC00167,"GeneID:440072,HGNC:HGNC:30468",LINC00167,Gene,lncRNA,gene,NC_000011.10,1,130002624,130005486,1
10603,10604,2179562,gene-LOC107984432,GeneID:107984432,LOC107984432,Gene,lncRNA,gene,NC_000011.10,-1,130067878,130069640,1
10604,10605,2180118,gene-LOC646383,GeneID:646383,LOC646383,Gene,lncRNA,gene,NC_000011.10,1,130314993,130403657,1
10605,10606,2180210,gene-LOC105369574,GeneID:105369574,LOC105369574,Gene,lncRNA,gene,NC_000011.10,1,130522467,130558538,6
10606,10607,2180249,gene-MIR8052,"GeneID:102466873,HGNC:HGNC:50252,miRBase:MI0025888",MIR8052,Gene,miRNA,gene,NC_000011.10,1,130666735,130666803,2
10607,10608,2180262,gene-LOC105369575,GeneID:105369575,LOC105369575,Gene,lncRNA,gene,NC_000011.10,1,130723427,130735822,1
10608,10609,2180276,gene-LOC105369576,GeneID:105369576,LOC105369576,Gene,lncRNA,gene,NC_000011.10,-1,130771406,130785490,3
10609,10610,2180291,gene-LINC02551,"GeneID:100507431,HGNC:HGNC:53586",LINC02551,Gene,lncRNA,gene,NC_000011.10,-1,130844193,130862110,1
10610,10611,2180299,gene-LOC103611081,GeneID:103611081,LOC103611081,Gene,lncRNA,gene,NC_000011.10,-1,130866249,130870247,1
10611,10612,2180749,gene-LOC105369577,GeneID:105369577,LOC105369577,Gene,lncRNA,gene,NC_000011.10,-1,130994087,130997506,2
10612,10613,2180760,gene-LOC107984411,GeneID:107984411,LOC107984411,Gene,lncRNA,gene,NC_000011.10,1,131070012,131087574,1
10613,10614,2180765,gene-LOC105369579,GeneID:105369579,LOC105369579,Gene,lncRNA,gene,NC_000011.10,-1,131074923,131083494,3
10614,10615,2180777,gene-LOC105369578,GeneID:105369578,LOC105369578,Gene,lncRNA,gene,NC_000011.10,-1,131175563,131186722,3
10615,10616,2180793,gene-LOC107984412,GeneID:107984412,LOC107984412,Gene,lncRNA,gene,NC_000011.10,1,131187039,131232244,2
10616,10617,2181441,gene-LOC101929653,GeneID:101929653,LOC101929653,Gene,lncRNA,gene,NC_000011.10,-1,131533857,131540867,1
10617,10618,2181451,gene-NTM-AS1,"GeneID:101929637,HGNC:HGNC:32293",NTM-AS1,Gene,lncRNA,gene,NC_000011.10,-1,131662129,131663556,1
10618,10619,2181456,gene-LOC107984413,GeneID:107984413,LOC107984413,Gene,lncRNA,gene,NC_000011.10,-1,131877111,131911597,1
10619,10620,2181464,gene-NTM-IT,"GeneID:100874281,HGNC:HGNC:41437",NTM-IT,Gene,lncRNA,gene,NC_000011.10,1,132284302,132288459,1
10620,10621,2181598,gene-LOC105369580,GeneID:105369580,LOC105369580,Gene,lncRNA,gene,NC_000011.10,1,132959947,132984266,2
10621,10622,2181609,gene-LOC646522,GeneID:646522,LOC646522,Gene,lncRNA,gene,NC_000011.10,-1,133783671,133810376,1
10622,10623,2181663,gene-MIR4697HG,"GeneID:283174,HGNC:HGNC:27448",MIR4697HG,Gene,lncRNA,gene,NC_000011.10,-1,133896435,133901740,1
10623,10624,2181666,gene-MIR4697,"GeneID:100616119,HGNC:HGNC:41570,miRBase:MI0017330",MIR4697,Gene,miRNA,gene,NC_000011.10,-1,133898504,133898581,3
10624,10625,2182116,gene-LOC107984414,GeneID:107984414,LOC107984414,Gene,lncRNA,gene,NC_000011.10,1,134026987,134031058,1
10625,10626,2182121,gene-LOC100128239,GeneID:100128239,LOC100128239,Gene,lncRNA,gene,NC_000011.10,1,134032272,134041341,1
10626,10627,2182163,gene-LOC107984040,GeneID:107984040,LOC107984040,Gene,lncRNA,gene,NC_000011.10,-1,134091581,134094228,3
10627,10628,2182178,gene-SNORD153,"GeneID:109623486,HGNC:HGNC:51867",SNORD153,Gene,snoRNA,gene,NC_000011.10,-1,134151288,134151363,1
10628,10629,2183609,gene-LOC283177,GeneID:283177,LOC283177,Gene,lncRNA,gene,NC_000011.10,1,134436482,134505661,1
10629,10630,2183617,gene-LOC105369583,GeneID:105369583,LOC105369583,Gene,lncRNA,gene,NC_000011.10,1,134640181,134646294,1
10630,10631,2183622,gene-LOC105369584,GeneID:105369584,LOC105369584,Gene,lncRNA,gene,NC_000011.10,1,134712413,134715922,1
10631,10632,2183626,gene-LOC729305,GeneID:729305,LOC729305,Gene,lncRNA,gene,NC_000011.10,1,134735945,134763811,1
10632,10633,2183630,gene-LOC105369586,GeneID:105369586,LOC105369586,Gene,lncRNA,gene,NC_000011.10,1,134950480,134951568,1
10633,10634,2183634,gene-LOC100507548,GeneID:100507548,LOC100507548,Gene,lncRNA,gene,NC_000011.10,1,134985352,134986799,1
10634,10635,2183637,gene-LOC105369588,GeneID:105369588,LOC105369588,Gene,lncRNA,gene,NC_000011.10,-1,134996891,135007912,2
10635,10636,2183646,gene-LOC105369587,GeneID:105369587,LOC105369587,Gene,lncRNA,gene,NC_000011.10,1,135004645,135011006,2
10636,10637,2183658,gene-LOC105369589,GeneID:105369589,LOC105369589,Gene,lncRNA,gene,NC_000011.10,-1,135072278,135076199,2
10637,10638,2186206,gene-LOC107987374,GeneID:107987374,LOC107987374,Gene,lncRNA,gene,NT_187376.1,-1,39773,46402,1
10638,10639,2186211,gene-LOC107987375,GeneID:107987375,LOC107987375,Gene,lncRNA,gene,NT_187376.1,1,46567,48854,1
10639,10640,2186219,gene-LOC102724852,GeneID:102724852,LOC102724852,Gene,lncRNA,gene,NT_187376.1,-1,50358,53052,2
10640,10641,2186252,gene-LOC107987170,GeneID:107987170,LOC107987170,Gene,lncRNA,gene,NC_000012.12,1,32001,36393,2
10641,10642,2186261,gene-FAM138D,"GeneID:677784,HGNC:HGNC:33583",FAM138D,Gene,lncRNA,gene,NC_000012.12,-1,36661,38133,1
10642,10643,2186554,gene-LOC105369593,GeneID:105369593,LOC105369593,Gene,lncRNA,gene,NC_000012.12,-1,106523,112137,1
10643,10644,2186558,gene-LOC574538,GeneID:574538,LOC574538,Gene,lncRNA,gene,NC_000012.12,-1,137411,149169,1
10644,10645,2186570,gene-LOC105369592,GeneID:105369592,LOC105369592,Gene,lncRNA,gene,NC_000012.12,-1,163632,183357,2
10645,10646,2186828,gene-LOC101929384,GeneID:101929384,LOC101929384,Gene,lncRNA,gene,NC_000012.12,1,203645,205093,1
10646,10647,2187104,gene-LOC102723544,GeneID:102723544,LOC102723544,Gene,lncRNA,gene,NC_000012.12,-1,253442,257299,1
10647,10648,2187261,gene-LOC105369594,GeneID:105369594,LOC105369594,Gene,lncRNA,gene,NC_000012.12,-1,390124,401410,1
10648,10649,2187333,gene-LOC105369595,GeneID:105369595,LOC105369595,Gene,lncRNA,gene,NC_000012.12,-1,585698,586486,1
10649,10650,2187338,gene-LOC100049716,GeneID:100049716,LOC100049716,Gene,lncRNA,gene,NC_000012.12,1,630891,645878,1
10650,10651,2187345,gene-LINC02455,"GeneID:105369597,HGNC:HGNC:53388",LINC02455,Gene,lncRNA,gene,NC_000012.12,-1,674990,716677,2
10651,10652,2187355,gene-LOC101929432,GeneID:101929432,LOC101929432,Gene,lncRNA,gene,NC_000012.12,1,689766,725142,4
10652,10653,2190368,gene-LOC107987182,GeneID:107987182,LOC107987182,Gene,lncRNA,gene,NC_000012.12,1,1337352,1339983,1
10653,10654,2190372,gene-LINC00942,"GeneID:100292680,HGNC:HGNC:48636",LINC00942,Gene,lncRNA,gene,NC_000012.12,1,1500491,1504424,1
10654,10655,2190494,gene-MIR3649,"GeneID:100500816,HGNC:HGNC:38948,miRBase:MI0016049",MIR3649,Gene,miRNA,gene,NC_000012.12,-1,1660315,1660380,2
10655,10656,2190720,gene-LOC105369602,GeneID:105369602,LOC105369602,Gene,lncRNA,gene,NC_000012.12,1,1800616,1807491,4
10656,10657,2190739,gene-LOC105369601,GeneID:105369601,LOC105369601,Gene,lncRNA,gene,NC_000012.12,1,1812521,1817525,2
10657,10658,2190798,gene-LOC112268103,GeneID:112268103,LOC112268103,Gene,lncRNA,gene,NC_000012.12,1,1916181,1923804,1
10658,10659,2190802,gene-LINC00940,"GeneID:100271702,HGNC:HGNC:48634",LINC00940,Gene,lncRNA,gene,NC_000012.12,-1,1929202,1936576,1
10659,10660,2196296,gene-CACNA1C-IT1,"GeneID:107984540,HGNC:HGNC:41312",CACNA1C-IT1,Gene,lncRNA,gene,NC_000012.12,1,2016683,2034227,1
10660,10661,2196301,gene-CACNA1C-IT2,"GeneID:100874369,HGNC:HGNC:41313",CACNA1C-IT2,Gene,lncRNA,gene,NC_000012.12,1,2048352,2049463,1
10661,10662,2196305,gene-LOC107984131,GeneID:107984131,LOC107984131,Gene,lncRNA,gene,NC_000012.12,1,2131969,2156013,1
10662,10663,2196309,gene-CACNA1C-AS4,"GeneID:100874234,HGNC:HGNC:40116",CACNA1C-AS4,Gene,lncRNA,gene,NC_000012.12,-1,2220537,2223481,1
10663,10664,2196315,gene-CACNA1C-IT3,"GeneID:100874370,HGNC:HGNC:41314",CACNA1C-IT3,Gene,lncRNA,gene,NC_000012.12,1,2269776,2288745,1
10664,10665,2196322,gene-CACNA1C-AS2,"GeneID:100874235,HGNC:HGNC:40118",CACNA1C-AS2,Gene,lncRNA,gene,NC_000012.12,-1,2668500,2672220,1
10665,10666,2196326,gene-CACNA1C-AS1,"GeneID:100652846,HGNC:HGNC:40119",CACNA1C-AS1,Gene,lncRNA,gene,NC_000012.12,-1,2676001,2691157,1
10666,10667,2196332,gene-LINC02371,"GeneID:107984539,HGNC:HGNC:53293",LINC02371,Gene,lncRNA,gene,NC_000012.12,1,2740075,2745545,1
10667,10668,2196338,gene-ITFG2-AS1,"GeneID:283440,HGNC:HGNC:53128",ITFG2-AS1,Gene,lncRNA,gene,NC_000012.12,-1,2742626,2812924,2
10668,10669,2197307,gene-LOC105369606,GeneID:105369606,LOC105369606,Gene,lncRNA,gene,NC_000012.12,1,3298278,3327103,2
10669,10670,2197319,gene-LOC100128253,GeneID:100128253,LOC100128253,Gene,lncRNA,gene,NC_000012.12,-1,3298514,3366122,1
10670,10671,2197334,gene-LINC02417,"GeneID:101930162,HGNC:HGNC:53347",LINC02417,Gene,lncRNA,gene,NC_000012.12,1,3368108,3371601,1
10671,10672,2197449,gene-LOC105369607,GeneID:105369607,LOC105369607,Gene,lncRNA,gene,NC_000012.12,1,3419223,3433042,1
10672,10673,2197456,gene-THCAT155,GeneID:100129223,THCAT155,Gene,lncRNA,gene,NC_000012.12,-1,3483712,3492819,1
10673,10674,2197687,gene-LOC107984495,GeneID:107984495,LOC107984495,Gene,lncRNA,gene,NC_000012.12,1,3756558,3758165,2
10674,10675,2197801,gene-LOC105369609,GeneID:105369609,LOC105369609,Gene,lncRNA,gene,NC_000012.12,1,3871587,3916586,5
10675,10676,2197823,gene-LOC105369608,GeneID:105369608,LOC105369608,Gene,lncRNA,gene,NC_000012.12,-1,3919773,3958607,2
10676,10677,2197832,gene-LOC105369611,GeneID:105369611,LOC105369611,Gene,lncRNA,gene,NC_000012.12,1,4013020,4019019,2
10677,10678,2197852,gene-LOC105369612,GeneID:105369612,LOC105369612,Gene,lncRNA,gene,NC_000012.12,-1,4173034,4203950,2
10678,10679,2197861,gene-CCND2-AS1,"GeneID:103752584,HGNC:HGNC:49398",CCND2-AS1,Gene,lncRNA,gene,NC_000012.12,-1,4248767,4276184,3
10679,10680,2198344,gene-LOC101929549,GeneID:101929549,LOC101929549,Gene,lncRNA,gene,NC_000012.12,-1,4700417,4720102,1
10680,10681,2198374,gene-LOC105369614,GeneID:105369614,LOC105369614,Gene,lncRNA,gene,NC_000012.12,-1,4804485,4813646,1
10681,10682,2198412,gene-LOC100507560,GeneID:100507560,LOC100507560,Gene,lncRNA,gene,NC_000012.12,1,5011768,5025594,8
10682,10683,2198478,gene-LOC105369617,GeneID:105369617,LOC105369617,Gene,lncRNA,gene,NC_000012.12,1,5122364,5379083,3
10683,10684,2198513,gene-LOC105369616,GeneID:105369616,LOC105369616,Gene,lncRNA,gene,NC_000012.12,-1,5197831,5202578,1
10684,10685,2198518,gene-LINC02443,"GeneID:101929584,HGNC:HGNC:53375",LINC02443,Gene,lncRNA,gene,NC_000012.12,-1,5233996,5243151,2
10685,10686,2198533,gene-LOC105369618,GeneID:105369618,LOC105369618,Gene,lncRNA,gene,NC_000012.12,1,5399815,5408269,4
10686,10687,2199252,gene-LOC105369621,GeneID:105369621,LOC105369621,Gene,lncRNA,gene,NC_000012.12,1,5880913,5914023,3
10687,10688,2199373,gene-SNORA120,"GeneID:109729112,HGNC:HGNC:51858",SNORA120,Gene,snoRNA,gene,NC_000012.12,-1,6040037,6040183,1
10688,10689,2199377,gene-LOC105369623,GeneID:105369623,LOC105369623,Gene,lncRNA,gene,NC_000012.12,-1,6169834,6181031,1
10689,10690,2199382,gene-LOC105369622,GeneID:105369622,LOC105369622,Gene,lncRNA,gene,NC_000012.12,1,6171572,6174049,1
10690,10691,2199431,gene-LOC105369625,GeneID:105369625,LOC105369625,Gene,lncRNA,gene,NC_000012.12,-1,6223491,6295296,5
10691,10692,2199459,gene-LOC105369624,GeneID:105369624,LOC105369624,Gene,lncRNA,gene,NC_000012.12,1,6295399,6297489,1
10692,10693,2199772,gene-LOC112268088,GeneID:112268088,LOC112268088,Gene,lncRNA,gene,NC_000012.12,1,6345018,6347078,1
10693,10694,2199855,gene-LOC107984500,GeneID:107984500,LOC107984500,Gene,lncRNA,gene,NC_000012.12,1,6348181,6355770,3
10694,10695,2199867,gene-LOC105369626,GeneID:105369626,LOC105369626,Gene,lncRNA,gene,NC_000012.12,1,6365307,6374360,3
10695,10696,2199961,gene-CD27-AS1,"GeneID:678655,HGNC:HGNC:43896",CD27-AS1,Gene,lncRNA,gene,NC_000012.12,-1,6439001,6451517,1
10696,10697,2200307,gene-SCARNA10,"GeneID:692148,HGNC:HGNC:32567,MIM:615639",SCARNA10,Gene,guide_RNA,gene,NC_000012.12,1,6510222,6510551,1
10697,10698,2200310,gene-LOC112268089,GeneID:112268089,LOC112268089,Gene,lncRNA,gene,NC_000012.12,-1,6530172,6534418,1
10698,10699,2202675,gene-SCARNA11,"GeneID:677780,HGNC:HGNC:32568",SCARNA11,Gene,guide_RNA,gene,NC_000012.12,-1,6581473,6581609,1
10699,10700,2202678,gene-LOC105369631,GeneID:105369631,LOC105369631,Gene,lncRNA,gene,NC_000012.12,1,6614337,6627244,2
10700,10701,2204171,gene-LOC105369632,GeneID:105369632,LOC105369632,Gene,lncRNA,gene,NC_000012.12,-1,6875764,6889358,1
10701,10702,2204337,gene-RNU7-1,"GeneID:100147744,HGNC:HGNC:34033,MIM:617876",RNU7-1,Gene,snRNA,gene,NC_000012.12,1,6943816,6943878,1
10702,10703,2204532,gene-LOC105369634,GeneID:105369634,LOC105369634,Gene,lncRNA,gene,NC_000012.12,-1,6961632,6963099,1
10703,10704,2204536,gene-MIR200CHG,"GeneID:105369635,HGNC:HGNC:53161",MIR200CHG,Gene,lncRNA,gene,NC_000012.12,1,6963245,6964447,1
10704,10705,2204540,gene-MIR200C,"GeneID:406985,HGNC:HGNC:31580,MIM:612092,miRBase:MI0000650",MIR200C,Gene,miRNA,gene,NC_000012.12,1,6963699,6963766,3
10705,10706,2204547,gene-MIR141,"GeneID:406933,HGNC:HGNC:31528,MIM:612093,miRBase:MI0000457",MIR141,Gene,miRNA,gene,NC_000012.12,1,6964097,6964191,3
10706,10707,2204605,gene-SCARNA12,"GeneID:677777,HGNC:HGNC:32569,MIM:615642",SCARNA12,Gene,guide_RNA,gene,NC_000012.12,-1,6967337,6967606,1
10707,10708,2204881,gene-C1RL-AS1,"GeneID:283314,HGNC:HGNC:27461",C1RL-AS1,Gene,lncRNA,gene,NC_000012.12,1,7108308,7121851,1
10708,10709,2206353,gene-LOC101927882,GeneID:101927882,LOC101927882,Gene,lncRNA,gene,NC_000012.12,1,7338648,7342152,1
10709,10710,2207395,gene-FAM66C,"GeneID:440078,HGNC:HGNC:21644",FAM66C,Gene,lncRNA,gene,NC_000012.12,1,8180209,8201000,1
10710,10711,2207488,gene-LINC02449,"GeneID:101927905,HGNC:HGNC:53381",LINC02449,Gene,lncRNA,gene,NC_000012.12,1,8235415,8242564,2
10711,10712,2207496,gene-LOC112268090,GeneID:112268090,LOC112268090,Gene,lncRNA,gene,NC_000012.12,1,8243936,8295442,1
10712,10713,2207506,gene-LOC107987171,GeneID:107987171,LOC107987171,Gene,lncRNA,gene,NC_000012.12,-1,8307108,8325299,1
10713,10714,2207515,gene-LINC00937,"GeneID:389634,HGNC:HGNC:48629",LINC00937,Gene,lncRNA,gene,NC_000012.12,-1,8356963,8390752,1
10714,10715,2207519,gene-LOC101927966,GeneID:101927966,LOC101927966,Gene,lncRNA,gene,NC_000012.12,1,8358983,8369597,1
